,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
sim_10,74.3,98.24458949999999,108.49676302721751,115.14327920252614,120.96428724165324,127.54981551236878,134.34817415878177,139.52292555471763,146.78158876972745,126.17389441817184,131.63147760575697,138.47583550290116,145.78325708190127,153.59101211576746,161.83454145199417,170.5114232435995,179.6371136267984,189.2328147665443,199.8741701572775,183.59872289823772,184.04016594976665,191.28879574472094,200.77611017419528,212.06641738391278,223.3878180728861,234.63236553598745,240.8933205396176,253.39537759817046,263.23033468832756,275.99899608502795,291.30974141993033,305.8439008893545,321.708876285115,339.20106387112435,357.70869746823416,375.5558194886125,397.6137816273113,417.6879978769556,438.271194245737,462.05580367913143,485.2504997558593,510.30857337486253,536.8397084391548,567.8181650029846,605.0891644838179,625.4036151586976,654.6834955086891,678.8975509026824,721.1622865785381,758.2429518093036,790.6002356433887,829.6920608737079,872.188757780996,917.2544262359947,970.3829794675175,1019.57724491405,1069.4764939277502,1116.7747209811625,1187.162200598826,1228.4087301850814,1222.911225102932,1294.8444097005108,1355.3462124397424,1413.6444741582022,1482.6483894644184,1578.7425249548253,1605.2812692696555,1676.4151754224113,1741.6823058215398,1787.0147842123556,1887.319565447122,1965.8747010681795,2054.6444367072577,2046.6822936890308,2115.502797329658,2237.0826985174363,2331.9732534974114,2446.6140955497654,2571.240235183799,2721.719135403363,2849.5970074694906
sim_11,75.36971428571428,99.37583781634285,104.78112213392939,102.30350307149725,106.59866100861355,111.76219586010164,117.53272279551435,122.47254011497381,128.03420772896567,135.36924978260163,142.1389052308924,150.1938865065572,158.37252165699408,165.3903044974734,175.96734326939801,184.3318761731415,193.71884615835208,202.8182814207135,211.29866969577185,221.89611126603225,233.49292051190105,231.48238260493002,251.26892599648892,264.81446505517636,277.4928928887515,292.4208476437623,306.80157410975585,320.45105223472837,336.56830142061654,354.03654212403853,374.975591701603,398.08766443363106,415.01753374617397,435.6455437221083,459.40601597485124,482.4373019724161,513.0843125620231,535.8919781385636,562.7261748721157,593.4907330463395,627.9258294087135,653.7957063807435,688.670492602201,722.8163311076614,758.367332992923,777.4305752742603,812.9621256800938,851.6274416243651,894.8186104609883,942.7618271956078,1001.5734575436213,1059.2439468946277,1102.6295649895853,1156.5436926236378,1207.6542544619595,1267.0193238522227,1331.6830985918602,1400.2899297884596,1472.5948107763338,1548.6647653968068,1644.819700237859,1707.780591819073,1788.9297641337585,1891.7845388718201,2003.1332369608858,2091.6612052797864,2178.6312361516934,2284.0026828911778,2409.637428311574,2526.8186045426355,2648.7434264559624,2769.1347408347083,2907.3446308101493,3040.323196178968,3202.0000949648106,3388.0987539658177,3543.8239725457966,3718.714005657199,3908.1894988929535,4108.946797002159,4320.45119423428
sim_12,74.3,98.54723395714285,106.59445439957557,112.3490709263767,117.8264622541057,124.08584516846005,130.486325391302,135.72362751640912,140.96098157377418,148.6244346983176,154.94886987673897,162.7281142679126,172.71837465294692,181.48960359997554,190.55470028305373,201.27054692665115,211.74839343141224,222.63981403318752,234.3493604410055,248.3614182744381,262.10667633660614,274.48295822760656,288.55472474028886,288.38519348743574,298.20395900231165,312.42054543713476,321.71501231514156,334.795201364679,351.31910826710697,370.2756982979975,372.81749775161154,393.30838394376656,414.15676357377856,434.32627585811383,455.1961616570329,484.72399904227393,502.26247903101654,530.6460321501061,551.114745152914,577.5243318385991,606.9522561270646,638.3501411965796,673.9966726206126,707.3141646906902,750.917354737843,792.4376943080301,827.0289368546743,869.9337437020794,907.5150275066258,955.0437776598678,1002.2194364632,1057.7512727235974,994.6346294778791,998.0543042187228,1039.7952650602767,1092.1928062966176,1157.3394345762533,1215.1785861346928,1286.6709029748174,1343.7137934209795,1371.836357451321,1243.6284084494175,1005.2796115909582,1067.8240159514119,1097.9757363978813,1145.730848810901,1202.5154289157226,1271.2389149151938,1331.9296449042856,1404.65057683389,1477.3074213217046,1551.0442485485835,1629.349836008455,1626.5701359924828,1678.8732381457462,1756.8498438481256,1852.3697647088725,1942.4739609153312,2042.7444400751947,2165.111852939857,2268.4429162708243
sim_13,74.43371428571429,98.29510207714286,95.47155600374558,97.93002041968778,96.79614384210011,99.44947390980799,104.68632247585288,108.78293659772567,113.67270459599622,119.58418386204036,125.23703579116838,132.5599430767208,139.09371704255975,146.97579279931273,154.4751541289488,162.8975698580489,171.76571828608058,176.3456700361855,184.1694960159088,194.09265167842392,205.28817483892473,215.1707065566473,226.31004506192517,240.53291719015166,255.74246232526008,266.0905502507617,279.26293294994696,293.74311773896807,262.8373544174911,276.98335037099616,222.69381231124783,248.0812960257521,263.1004706822951,278.91477185081106,293.8373134563424,268.93592971558274,255.93249365334913,260.9850635304613,272.4357933191851,286.16359404197783,305.945846735586,318.70152229285566,332.4031819144145,354.50014114995196,372.09040202540405,388.3682611057899,407.81417744967115,430.1751656123239,454.1466770514601,477.3228124540499,490.4103116887734,511.9920276425985,535.6459685401977,562.7157112786269,587.6938816205852,617.0194179520695,659.4205534352659,651.6333660367051,671.3282280385536,704.3019861990505,738.4676687996014,780.5505209095185,733.4748558642254,745.4771166381065,768.017773679176,797.1786632740436,843.9922237415535,880.8985483042958,922.3212809287999,966.0815099317726,1008.4595857848469,1061.159488973346,1106.0274429844296,1169.7681826709484,1222.6757028569152,1283.818903814614,1316.0628753264405,1372.1256219681336,1223.6675059212594,1347.225618366132,1435.8895368923215
sim_14,74.68628571428572,98.39051472285715,106.56127487522801,111.7824362310747,114.7784172175354,119.7717280502118,124.39462921360257,129.65355092919896,135.4450004975199,142.42894509596485,151.44386556674237,159.03868762285725,167.22949276270887,176.4471819452366,185.41877416801083,195.55492562074136,176.01248880752252,184.14616519713942,193.62311386952553,204.6147622371233,215.2622232246258,226.82528540065977,238.58889893567124,250.97970634407812,265.2280957532218,278.50192021259807,292.98306650875435,310.0826089832982,325.207820990441,341.9656466952286,361.15230785912513,377.24853341613164,395.5332774972743,415.82665550388253,415.32047844324956,426.5324186894768,445.69395600037535,469.01553541159456,494.47956430027136,521.5799479437223,546.4870599429175,583.7427282964089,607.6083592132376,638.658362230593,670.5354335801158,710.4917273298483,743.5990625293003,781.155459251342,832.2185843420028,872.9359049513948,896.3946023608956,934.5546327046798,975.7042437034656,1024.2396907566642,1079.788666644498,1133.4595142780358,1193.106547558015,1256.9570094357416,1321.3117328240692,1410.4810888438465,1481.8736849783772,1465.534574554342,1509.8054941813098,1594.5509892677187,1635.8403233071472,1698.1012076428726,1444.757822358531,1426.8604866566245,1469.399033795276,1549.8776201372045,1618.7388649540608,1699.261637281023,1786.1586696081267,1878.1386884943365,1931.1668286443944,2029.7697077694243,2115.3748226088155,2225.595437206929,2334.692125700316,2453.542328836715,2616.542235169073
sim_15,74.54685714285714,97.94940224605713,108.48635067332678,114.5526960312327,121.08337507653789,126.21633350341963,132.17127746402878,137.28131027144295,143.85343846392806,151.68709211129672,158.13836754071863,166.07134932747596,152.51572612718869,167.0999549374114,179.04829468221675,189.2424053013429,198.3657535015469,208.65902786719545,219.67436936860594,229.84973701446006,242.87134140539703,255.20281003759823,268.99633521422214,282.3399387520676,296.9843540254321,313.3814837964559,330.49465257348123,344.60791683611177,359.0599215396583,374.54918205964907,394.61033759151616,405.3888930673053,411.2118390309799,381.15338568988125,409.0258996637981,432.59481657010826,457.4932507640435,480.40183825144425,505.19640748407915,533.203002248586,566.126978680715,586.838929589728,615.4472830578786,646.4903667705069,675.4535521129351,630.9407465267598,678.8555428403783,714.1806640512988,757.7636012499325,791.8570303935,831.4977540813056,875.9224921979458,920.0712345873819,967.3998043020106,1022.9045794188468,1072.143740631799,1131.1766804007673,1186.3539373834983,1261.0220740896243,1325.2723922230164,1385.1114459528949,1379.9392770976865,1444.7536675712897,1503.4154719169385,1572.019011868017,1672.5519574609423,1760.7881649312426,1853.747308050126,1949.561522466335,2036.0770109863013,2135.8176305602287,2259.7463925812826,2365.68164031549,2468.6654613307337,2589.3111546003033,2720.993823167297,2714.0422697605345,2784.435511435635,2907.2574808524155,3067.95831386555,3224.0252810874385
sim_16,47.443428571428576,78.22386679428571,88.13695896460875,95.1572521626874,99.32748894862813,104.24316276974346,108.87957170612391,114.21941602421067,119.58340775866236,87.7108087952879,105.35275544491323,115.72953481492453,122.27290875655135,128.98319919165465,135.99193335578155,133.97061757221277,144.43098480464212,152.72395887731713,153.14471167663217,159.45978392317983,167.79646546145597,175.69654028504263,183.76894110002928,194.05033267026835,206.11409760968016,200.82370170703194,215.83947290213536,231.09107736566628,235.5261929332321,245.86497376218136,259.20040446167604,271.68878387584795,285.688791880085,301.0469737647723,316.59300381171096,333.1513357580093,350.61973156148434,372.5560911113977,389.6796554270198,409.41901683540823,430.65072233871877,453.7791888076042,477.0060959424021,501.76611206399787,527.8925733789138,555.3882301275779,584.3049246271489,624.8049653164268,646.3319981984522,676.542907348797,710.7617219964883,743.7177147321815,784.2913750755334,779.4224060697697,700.842449575425,699.1251169370923,726.9100980682302,758.4389622766518,796.0921803153121,831.5232254772068,884.0396853550917,785.4470567054781,819.0278502339113,861.2675200891742,903.6589935436992,956.1300383780729,1017.756489419788,1067.155747208301,998.0327648095731,1007.0177328634941,1047.4195591936136,1078.5660122597417,1125.431208693967,1175.0289764315444,1245.6510007682934,1301.1948131878273,1366.0277408197653,1426.6715223782548,1489.1733098286459,1560.2485532655608,1639.2308836349582
sim_17,74.44857142857143,98.45205999142857,107.94844483171744,114.2611091502376,120.40517604348355,125.82737723131635,132.99511218122038,139.000207185621,144.67649718776258,151.9713143122296,153.64174815241762,163.0690226697369,171.33313052999762,180.37009417098778,190.57548990650128,199.05793691796106,209.68977584903507,219.16674772211383,229.94000726358533,242.5613705628083,249.0553202887184,259.64599846146956,273.53000080380633,287.1662504946067,302.47619704725446,318.05979141215755,334.68367135977746,352.2281510136416,370.69294300755536,392.65798976199113,411.49481339953917,421.90720776274634,429.29804764541603,451.8939743452135,469.64926813606604,493.33911743352553,516.1505385206076,542.2498110144641,572.4840231936669,604.6742979197738,635.5028716591864,542.7159852953448,570.2094962080826,595.1396015930972,624.7964448287291,659.4768745035836,691.9332068714446,727.3751205156098,770.0374946237979,809.7017813088881,848.6477981917535,897.6852859663774,952.3965352194423,992.2520306593592,1044.9294739017905,1095.6824185360613,832.6866092580921,968.252759064969,1047.2915012343863,1098.9926607975651,1159.2153090870513,1215.6744983885328,1277.5837148746073,1343.377048810306,1377.6030569168838,1436.4112928485263,1507.2294038626226,1584.1606926831328,1666.9800816345748,1769.2740680937163,1848.8420948562698,1941.03977634069,2041.8616866626026,2145.9465252837763,2286.1945641426105,2383.911666575956,2439.006450356859,2541.3278444058005,2665.9227284426897,2801.6036574802433,2945.548867930504
sim_18,74.3,98.24458949999999,109.11157740375786,110.69984061315759,114.589019776568,118.55014540535915,123.60025690377405,129.71131975026032,135.38271636292956,143.10575035367944,150.19801782360597,158.70144496848508,168.0279134855612,176.3149822139403,185.30274190754238,197.56921791031215,206.3719842110153,216.87104804491995,229.1541824903607,241.18253216145035,253.4108191814608,266.6541679193135,227.4487253074859,247.1012525685427,262.35646041981465,275.859791399977,290.3087990440457,305.56996360934454,322.87042787626825,340.80197270566737,359.5665360067663,377.011613128919,395.84380204173743,419.52048482058535,439.22070938867364,458.4491104533307,481.238441615968,506.0297161024808,529.3038048424803,556.0918934389413,583.5081190253517,610.598409075993,644.6605845153704,675.3580861158503,709.6734358480261,756.9185014794465,769.5277952125007,650.0824666271818,701.4157221119044,740.5274323811675,788.0427573418561,823.0199999005923,864.0781297662171,908.4254225815338,956.0931845351536,1005.1035353897491,1057.0081556097164,1111.6848471525536,1169.2016236983068,1230.607109556257,1296.1532035129173,1340.7417115050998,1396.1409862891724,1457.3964431026068,1532.001858179473,1608.773869376845,1691.2126820258363,1593.6743180683027,1611.4914304160593,1676.9835429567029,1758.7035688264202,1849.5524984392637,1647.0543149301088,1850.9462049929548,1974.2761312810908,2096.600388190429,2189.368890446888,2293.421756835162,2395.4697479308893,2511.440740773626,2638.8684201773503
sim_19,74.3,98.81961396857142,108.79285435346264,116.4847947230472,121.94511288347175,127.24754347485919,133.3119745795977,138.20169524698855,144.38905243587106,152.8045813707706,160.26194903743726,169.75126167330822,129.83153204990566,151.91129258853397,164.8019313151295,175.10036092362836,183.71534851139796,192.9376234147324,204.18216084715576,214.23902921836068,225.39404548052974,239.26493325941715,252.22815011468956,264.0738403898229,277.6040975238619,292.125923510374,292.02083789216834,304.85297463009266,317.463904020453,333.20596077937074,351.73664217110405,369.23927574230976,388.3261843412747,409.49244874355054,430.9159200054519,449.9318038345479,473.1193722483422,498.7060343310802,523.2054801771446,550.0559054968784,588.0808615353342,614.5352726442153,639.06952956887,679.3777190760252,709.2001857893353,738.1268000829305,777.0814191976691,809.3705779744803,848.6762434462732,887.5242253786761,882.9131412456279,918.9235387751391,958.5234854627355,999.1982480130791,1047.0601454248906,1100.1969141022164,1156.8400915190387,1216.6090181663085,1279.5101542891482,1345.662144599643,1415.22049761976,1491.7122065111073,1572.8786425915102,1649.2257674102896,1739.5630808192523,1824.6255459760553,1869.7600466837864,1949.0998746430246,2060.9312856650263,2127.6858815074975,2225.346415679096,2336.81293891832,2473.067131737414,2572.3896643457088,2695.785393101497,2812.4869584036724,2951.023121856177,3101.3647130504223,3260.72519606116,3485.4610580943618,3626.7774878904524
