,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
sim_10,73.05542857142858,96.75080683142858,102.94455668715435,110.08956657879897,115.4168176578377,120.57613300965684,126.6751298406126,131.66413897854991,134.91714494748015,141.13274330910104,145.72416556272506,151.71665502771688,160.62340785399593,166.72866728033048,176.00924593871417,183.40987489025363,190.71791731176467,198.6175510179329,207.32391776805122,218.19358421594592,226.7813271004984,235.4578885505785,238.44562457791199,250.12114616642452,261.83688986414495,273.15404501153597,282.28494419296857,294.0444322019315,306.2748823638247,319.5529468417532,318.43105055682764,329.24232684992216,342.6084277199816,355.6170572274536,370.6499667786191,387.7657382896464,403.97593756422435,320.96398940087215,349.5455338887216,368.2839309753099,387.5838207967032,407.8591094508089,422.24659042148886,432.94657580077745,447.3451125936152,464.0578062251557,481.88224421615166,506.51196851170755,525.8609995863142,547.6084730573604,560.0647448241815,581.9585540212695,607.2696957283043,633.7550094593742,660.4972876859839,687.4884972074724,720.6945754332046,751.3794848096452,748.7488225827885,771.808720370844,697.529264079337,694.8497860667323,712.358971038825,707.6026808364376,724.1707492209043,747.0917425965397,776.3836560713369,809.1030469169104,846.1078230363216,881.0094722365827,913.6417217315895,960.970757494573,977.2772911163205,909.1286666048894,910.7728965227702,949.0931633913544,983.8782825399899,1021.9552610040456,1070.607572967252,1116.6912303495853,1177.6659685725676
sim_11,74.3,98.17573395714285,107.97987314328437,114.40340476750748,120.69620936436954,127.31907331575408,132.14834306279982,138.10019262053817,144.77069600309352,150.92252545455108,159.40123756301531,167.69836399170725,175.22107301457265,181.3787496456488,189.05723790233134,197.69463610683184,205.53407741117448,214.28971325200507,219.05813046472315,229.64706268454097,239.36677208384367,248.6369824016616,257.964641651099,269.1302090672467,280.01575255919624,290.3389215406705,302.30737357770704,313.485937641247,326.83209285138963,340.65202473447096,355.44820626489536,371.48062722100576,387.38966135064743,387.36894971379365,396.75062187212393,412.59578069507734,434.3239492991161,451.11174596304886,469.0404574983453,488.00569542283523,508.4831973661316,526.8175022039487,546.7552827680842,575.8751636793434,596.490534701933,621.1644646232074,647.751246267246,675.7049867357168,704.9141952711776,741.1714246071963,769.3197090638627,801.4966302708332,835.8114162402569,816.6557925886034,871.2616530908314,896.3175763675083,943.315197949594,973.5278556062601,1012.6411761912775,1057.0836504388449,1101.3061805124025,1160.896997442404,1219.6199324386298,1265.018848637866,1314.6216309939205,1358.0833352712928,1411.5878663144315,1487.8880581017374,1510.1870017324443,1544.4250588726638,1607.3721014750804,1675.4434924827492,1747.0787597241633,1821.9485059851463,1913.0698474624892,2008.0923750918564,2077.2496050440527,2070.9910797325992,2117.288209024045,2215.5466088805333,2294.6173220933215
sim_12,74.3,97.87308949999999,108.76530240243802,115.93082445673025,119.97619666946476,125.0383685252271,131.5050904435454,136.9191921263042,143.2123259792259,150.11227619939112,156.72304105171798,163.54754540144293,170.85936117888372,179.47992303467683,186.90664112506647,195.6611995814359,204.39431165300985,213.96626124149407,222.8523007478443,232.9011848524495,241.5334396155536,251.55368223617302,265.31544506155404,273.4588810910744,287.0531325574278,298.72735158699345,316.0435414544295,312.1295292361872,320.59607991605037,331.6589660937822,345.3974281588373,354.2372355155352,373.5538609013143,385.6831842522071,401.8272007381641,419.1825883406449,437.41977718890394,459.1508560120045,477.3479387219529,488.0521484289677,505.60713624516916,529.6032956784721,543.3756200231551,567.3221026523255,597.8369926718474,622.4039943666932,649.2613307420409,674.8618441798817,703.3808553280255,733.6106896370057,753.8878593787724,788.9311717353738,830.775678478511,866.731466749004,901.0910512202784,845.1080079592621,848.7124247307667,880.0050639112374,913.1551164473394,951.2187252186595,991.8530430686661,1035.2616016759525,1094.9991057714185,1127.7813981390964,1149.199135206571,1199.3520665541541,1240.7420591879293,1299.7101196370988,1338.382644197552,1382.7096536715799,1437.200623767623,1501.3722273082615,1552.5255657562457,1614.9308165454534,1641.6812591572905,1583.2453762797816,1660.0993704760572,1718.4809169706405,1795.5183773816034,1874.4035193015507,1976.4700006395815
sim_13,73.69999999999999,96.9910805,107.7674283382331,113.62218523245542,120.22206380628239,122.77044946031295,127.37895986092477,133.62525729273153,138.34615278104826,144.28029398685916,150.74139327547982,158.10445818714103,164.87947858693758,172.21877556897275,163.0864492786202,163.21587315636538,168.60148710607348,175.54912457274804,183.2691114950513,191.8136284466362,200.14564176847313,209.7932319272455,215.90871798822585,225.76329579866513,236.77523265273229,246.69177511919733,257.4630421589443,269.7705908625779,282.62116294055346,294.9807767933262,307.7890353979997,319.7287977867528,337.81286340979756,351.5051549603327,363.4340641829318,379.48245987196134,395.10278414088265,409.6027372032908,426.34455694336725,444.63147227232264,463.9233336921408,487.8885311678498,508.01127403332316,528.4324064876471,550.9339033374976,574.7225090760293,595.9590636928725,620.2187412487963,642.714682132165,676.0083648352213,699.8970033216328,724.2639876524551,757.7146250892234,786.8509363016186,823.202477247411,858.3719539927429,882.1244508920613,801.0495999668874,794.6281867137814,780.5367744368814,798.0263397953812,828.089110224015,862.6348135650744,899.5202659868315,938.2135694638105,980.8467601875072,1021.5988406256928,1066.7974404763668,1092.52003489146,1153.9724237030757,1167.8431968192824,1198.7467797352197,1243.9081292488313,1295.6521054556742,1350.8633836036881,1408.7708599139792,1469.240859661151,1535.34365408126,1601.6465412047864,1692.5425727468441,1773.6846019543996
sim_14,74.68628571428572,98.09277453885713,107.97538442496707,114.42091689071586,120.09723070498148,127.45828797414248,133.2629056332214,139.2230093228979,145.69479005995183,152.2405251149123,158.3350114587506,165.27866466220362,172.67796206452238,180.43604861622418,188.53676038948066,196.98619751582368,206.98171745098492,215.7116028767233,226.2125959984553,160.54975603651704,194.46433420414115,210.3815901928981,222.5394291449311,233.96722274810656,245.36572916989945,253.05807990298143,263.1610597738679,275.1101456241467,288.4286112615455,298.0876850626975,312.18344968467926,324.6499416445721,339.11737351426103,353.14528730263214,368.38887879244237,385.3146217530375,383.31865804690784,396.26877166178963,413.39865579326056,428.1049744545836,445.8723485450303,468.2041562026002,486.4101246539674,506.97908968112887,528.8547775389707,548.41944363474,574.9035600250025,596.6782462587815,623.0926281546056,649.3965652463153,676.8609858631888,707.0355645028283,737.9565310035705,768.8919505190967,801.841952175804,842.0856663229097,874.5785204402812,911.2563898929968,950.2562933306012,754.9911954829662,819.2307370007333,857.841843719398,911.167315327471,939.5566436382799,932.2782700232723,912.2051505377481,931.5791712191135,966.3291370668434,1013.8215051887548,1003.9281765595864,1031.5807620875764,1088.422006717576,1123.4109539564904,1165.672510220737,1223.7454800846585,1269.4937350968544,1322.199402816084,1386.047352323122,1440.3956927036475,1500.8454889204866,1564.8977063108284
sim_15,75.07257142857142,98.52453968788569,108.57305151915847,116.28547635007399,120.88434819055271,127.9714254432296,130.176206920924,135.66364093310287,132.48459472543394,140.47869670431555,147.59366372816982,154.7504809129777,161.01449748674966,157.15471141583487,168.015339863508,175.12130913091892,183.11449410067476,191.89690045476937,198.73968515471626,207.75868239367347,217.53287599684813,226.21512142306386,232.5654158170035,213.61164810745282,212.91697559358764,220.45146122001643,228.97416828369967,238.8008813278652,249.30127783579306,263.10510423744404,272.8630434088306,285.16620520099735,255.39789317867144,264.4576420304487,274.3295589955445,286.97030105586316,297.0038025157813,309.09163466415737,322.417102717397,338.4191015187475,353.22542597667274,368.8783855494355,368.43620906610835,376.67119448093916,388.64858856371603,404.04779626102686,422.78024839765703,440.0901267437265,460.8285502861546,476.65160328571153,495.7881650223842,516.9114946710578,528.8566769059431,550.1751678114296,571.5142541920598,591.9861441506322,615.9105754650944,651.4323573044121,673.2656416458631,704.4823791483258,731.9240487713344,762.7380326329862,795.4622920649266,829.7437510812488,871.8250937864906,907.2571239812612,925.5712952107904,958.0257502878861,1001.2183320368993,1034.7897048919333,1075.7582708589227,1121.0872703442842,1186.092773216049,1229.1372985303415,1116.2794597796867,1107.2152745085946,748.9257785671964,893.8770368641665,962.885518394685,1012.6139443633715,1058.449802629303
sim_16,74.87942857142856,98.08908019142858,108.69689971903883,114.70205107891681,120.26285885442688,125.87131962154254,133.95499553521674,138.93045015905565,143.7491445983762,148.86626681678072,150.90134122431505,138.3968478663014,138.0183366359642,143.03914079309374,148.70013479856607,154.60164777446914,162.0821173108839,170.24571637962237,178.92869025001565,184.93713074274606,196.0853742914273,202.43077241198415,209.56108657052152,216.89247181340937,227.40573809224983,236.23802153116247,246.3780963433938,257.20267291938956,267.98236050962294,278.4294804397723,288.59070346493434,302.072971297876,314.05725452737636,332.20653903160274,344.56676716268413,358.1095781521502,373.3707617970322,389.59163601575034,406.58799943119163,425.9895013791571,443.45692687946655,462.4810232642336,479.603005356774,501.07211386606497,521.2521149923307,540.1540534060115,564.2750052878486,586.8647404567132,611.7962306339189,639.6101097035854,666.2968770508248,694.8558757872848,725.818435396018,761.6573428945472,788.2475918563598,817.794235202849,853.1636133728118,888.7738768268716,926.7730118379027,971.9045061169797,1013.8865222140508,1056.5185326227167,1099.4651138996965,1087.029621836923,1142.9763385183535,1196.9560020331182,1238.847734617497,1280.4210312829223,1336.5038159004796,1394.773325219324,1457.9173060716016,1523.8657383194738,1609.2368581440267,1657.887719711949,1747.4270685494666,1805.1112025060881,1872.4637087856163,1941.2487581762393,2029.349082157477,2110.129711522602,2198.8761520719977
sim_17,74.3742857142857,97.90078061428572,107.88246393913421,114.35305875470635,120.29394150777469,125.76644529952614,131.52123518986355,139.43045330339123,143.98336852252461,142.23378530410452,150.5170805345991,159.03549042359188,165.66749482455452,171.81391455880618,180.90074219619058,184.25993591833415,190.88965889301565,199.43696883465338,209.04253287110544,217.93332924872124,227.12769553636167,237.08646423103335,250.36422078425534,247.96488910025482,261.10163079767364,274.0033732421928,272.84711598760174,240.75775391406142,263.756777679391,279.79337022009395,289.3179932719462,302.2151580289823,316.78071103169475,327.90164052885586,336.03212682721494,347.18671709473006,364.51707941762334,378.146841455198,394.05601778597827,411.10334488111863,429.64683418628124,451.1703156896713,468.5393919537471,488.31618000229685,515.2190021835906,533.6537941601722,555.7573085216584,579.5837037534031,607.102092907713,631.7360024564836,661.0284747812468,687.9127867285871,720.0196321558923,735.7804243080287,746.2470861401762,776.4972941138902,812.4652444004626,849.9032623465868,878.61388317982,917.9497254773758,954.5224438299728,994.8389021529276,1037.4661033092375,1101.7739157585293,1135.9675568367463,1181.2584231979408,1231.0895969795556,1283.7523154720573,1338.8525547906295,1396.3549845566752,1456.3243804596455,1509.5314629019408,1573.9264049284714,1644.7203659523834,1723.3535490524864,1786.7578050633174,1860.5397850013183,1947.2176776508302,2012.9089597282257,1996.0893294075722,2051.569217779277
sim_18,74.3,87.99349399999998,82.99263210589999,84.20894101110143,86.9066152131885,89.03538035428264,92.54208298479493,96.70844604406587,102.5587793261233,99.69087287643308,104.28839624132573,108.13877940642058,114.72747431878068,118.63062031814259,124.3978374183529,130.22953425103148,135.59130647684543,141.80567625359564,148.48277080542664,155.48408615252265,162.53717097615177,131.7671946941015,145.5451101790327,147.27254785815686,154.1848711194865,158.30369732335885,164.5423951113904,171.7198803161744,179.78069983302584,186.46104715616332,194.270558952401,202.14661086299668,210.26033479127435,219.38937231466838,229.08893057146486,236.79176764595888,247.92205066455455,258.5558580796627,269.89865236598416,286.83233585708564,296.31409767638826,308.2999714888266,321.5720393978809,336.27255152568887,350.5671660594719,366.3538430649114,384.2223337588399,399.41625238169803,416.42855321399395,438.20495551538556,454.7811490049829,475.189145480746,495.49365397728343,518.1731739893969,538.1507549918324,558.2532834110112,581.5927627178161,607.4873971001639,640.0145654535038,668.124736857846,694.1356710508503,724.5459860558092,754.3384913689041,785.4428488986183,821.3112295145278,855.0685261640085,891.4961046052524,931.6426498983853,975.827317712387,1013.9745807630691,1056.585150113262,1101.780869201193,1126.806362965537,1175.496352879315,1218.1325679410002,1286.8425001611317,1333.20827215712,1392.2658244663671,1445.0431358295841,1521.6595565060131,1575.4352160602778
sim_19,74.3,98.85668398571428,108.65960601710245,115.0339976467616,120.02753364279823,122.74480942055925,128.79443013916546,133.494885897794,139.47431822653928,145.60867242699857,149.3303434284315,157.18694320744856,162.88383512614553,170.03870815179454,177.85200119523387,162.74981372302344,161.53828477635062,166.04567277820954,173.4390083943734,180.94504628233724,188.6665780285346,197.01306878608202,205.79559278860296,217.04011694185425,225.32066698962842,235.13942739216253,240.70405092838882,249.51204983866648,258.50348641611913,271.3038627194304,285.8691246535366,295.38765592839,307.56179644180173,318.9281239120739,333.83837594716255,347.5174355367624,345.63336596356544,356.68068358115664,369.40698191196645,377.99165937656574,390.0079458566464,401.91592788911294,416.3564148695547,435.08371621274193,457.8948298569861,472.8241143969467,430.7768187595688,427.9294568679186,441.33164913571505,459.82430175177194,480.20766378447064,499.57428047571534,520.8803251121518,543.396516922187,575.1653695491984,594.6006275834416,621.4036897293977,653.638151381746,676.3990618779437,706.7180542510107,737.8241854466033,455.8182373503771,587.0264631048915,643.4912583474925,678.0708136246116,719.422907358641,744.1798335528774,774.4554699129046,802.3545032801733,840.4202443676544,876.1385309275665,910.7948149087497,963.0194480045377,1009.3083834110839,1040.6408576064005,1082.158355485032,1127.8413747424047,1180.5845298191714,1235.0074619508537,1282.7788719313928,1336.4687398575472
